,bad_bigram,V2,sentiment,genre,
6014,oscar nominee,10,,,
6015,oscar winner,20,,,
6016,oscar worthy,15,,,
6017,other actors,10,,,
6018,other and,30,,,
6019,other animated,10,,,
6020,other but,10,,,
6021,other comedies,9,,,
6022,other day,9,,,
6023,other films,20,,,
6024,other for,15,,,
6025,other good,9,,,
6026,other guys,111,,,
6027,other hand,10,,,
6028,other homes,9,,,
6029,other i,65,,,
6030,other is,10,,,
6031,other movies,19,,,
6032,other on,10,,,
6033,other other,10,,,
6034,other people,15,,,
6035,other than,45,,,
6036,other times,10,,,
6037,other words,10,,,
6038,others around,10,,,
6039,others as,10,,,
6040,others to,15,,,
6041,otherwise a,10,between,,
6042,our film,10,,,
6043,our hero,15,,,
6044,our own,10,,,
6045,our society,10,,,
6046,out  it,9,,,
6047,out a,241,,,
6048,out and,25,,,
6049,out as,40,,,
6050,out but,20,,,
6051,out by,10,,,
6052,out chef,15,,,
6053,out comedy,11,,,
6054,out even,10,,,
6055,out for,20,,,
6056,out from,10,,,
6057,out good,9,between,,
6058,out half,20,,,
6059,out her,25,,,
6060,out his,10,,,
6061,out i,160,,,
6062,out in,25,,,
6063,out is,15,,,
6064,out it,89,,,
6065,out loud,72,,,
6066,out my,10,,,
6067,out of,240,between,,
6068,out on,23,,,
6069,out or,10,,,
6070,out pretty,9,,,
6071,out some,35,,,
6072,out that,39,,,
6073,out the,309,,,
6074,out there,30,,,
6075,out this,94,,,
6076,out to,78,,,
6077,out what,33,,,
6078,out with,30,,,
6079,outlandish and,10,between,,
6080,over  year,10,,,
6081,over a,71,,,
6082,over again,25,,,
6083,over an,20,,,
6084,over and,15,,,
6085,over everything,10,,,
6086,over in,10,,,
6087,over its,10,,,
6088,over not,10,,,
6089,over the,114,,,
6090,over their,10,,,
6091,overall a,15,,,
6092,overall i,35,,,
6093,overall it,19,,,
6094,overall its,10,,,
6095,overall the,10,,,
6096,overall this,15,,,
6097,overly familiar,10,negative,,
6098,owen vaccaro,10,,,
6099,owing a,24,,,
6100,own as,35,,,
6101,own if,10,,,
6102,own right,10,,,
6103,pacing is,10,,,
6104,paid the,10,,,
6105,painful to,10,negative,,
6106,painfully unfunny,15,negative,,
6107,paranormal activity,9,,,
6108,parent this,8,,,
6109,parents  se,13,,,
6110,parents and,10,,,
6111,park  ,10,,,
6112,parody a,10,,,
6113,part ii,10,,,
6114,part in,15,,,
6115,part it,9,,,
6116,part of,95,,,
6117,part the,10,,,
6118,particularly well,10,between,,
6119,particularly when,10,,,
6120,parts a,25,,,
6121,parts and,10,,,
6122,parts are,10,,,
6123,parts but,18,,,
6124,parts i,30,,,
6125,parts in,25,,,
6126,parts not,10,,,
6127,parts the,10,,,
6128,parts were,15,,,
6129,pass time,7,,,
6130,past being,6,,,
6131,past i,10,,,
6132,path and,10,,,
6133,pay for,10,,,
6134,pay off,10,between,,
6135,pay to,10,,,
6136,pays off,10,between,,
6137,pedestrian i,9,negative,,
6138,people and,20,,,
6139,people are,14,,,
6140,people can,10,,,
6141,people for,7,,,
6142,people go,19,,,
6143,people have,10,,,
6144,people he,10,,,
6145,people in,15,,,
6146,people to,15,,,
6147,people who,39,,,
6148,people would,10,,,
6149,percent and,9,,,
6150,perfection is,9,,,
6151,performance and,24,between,,
6152,performance as,14,between,,
6153,performance but,15,,,
6154,performance by,9,,,
6155,performance from,9,,,
6156,performance in,15,,,
6157,performance is,10,,,
6158,performance of,10,,,
6159,performances and,20,,,
6160,performances are,10,,,
6161,performances as,10,,,
6162,performances but,10,,,
6163,performances by,21,,,
6164,performances from,14,,,
6165,performances of,10,,,
6166,performances the,10,,,
6167,performances were,15,,,
6168,perhaps im,10,,,
6169,perhaps my,10,,,
6170,persona of,10,,,
6171,personal life,15,,,
6172,pg horror,14,,,
6173,pg i,15,,,
6174,pg movie,15,,,
6175,pg rating,10,,,
6176,phil hay,15,,,
6177,phone a,15,,,
6178,phone and,10,,,
6179,pick up,15,,,
6180,picks up,23,,,
6181,picture i,10,,,
6182,picture they,10,,,
6183,piece of,34,,,
6184,piece puzzle,9,,,
6185,pieces that,10,,,
6186,pile of,15,between,,
6187,place a,20,,,
6188,place and,10,,,
6189,place but,15,,,
6190,place i,50,,,
6191,place in,20,,,
6192,place of,10,,,
6193,place that,10,,,
6194,place this,10,,,
6195,place to,10,,,
6196,place where,14,,,
6197,placement in,15,,,
6198,plan to,10,,,
6199,planning on,10,,,
6200,plans to,10,,,
6201,plate of,9,,,
6202,plates of,10,,,
6203,play a,20,,,
6204,play in,15,,,
6205,play the,25,,,
6206,play to,10,,,
6207,play which,10,,,
6208,play with,15,,,
6209,played by,84,,,
6210,played out,10,between,,
6211,played the,15,,,
6212,playing a,24,,,
6213,playing himself,10,,,
6214,playing the,25,,,
6215,playing tricks,10,,,
6216,plays a,39,,,
6217,plays brad,10,,,
6218,plays like,10,,,
6219,plays out,10,,,
6220,plays the,10,,,
6221,plaza in,10,,,
6222,pleasantly surprised,15,between,,
6223,please do,15,,,
6224,please dont,10,,,
6225,pleasing to,15,,,
6226,pleasures of,10,,,
6227,plenty of,59,,,
6228,plot and,35,,,
6229,plot but,10,,,
6230,plot elements,10,,,
6231,plot hole,15,,,
6232,plot holes,10,,,
6233,plot i,80,,,
6234,plot in,20,,,
6235,plot is,43,,,
6236,plot more,10,,,
6237,plot not,9,,,
6238,plot of,24,,,
6239,plot points,25,,,
6240,plot that,15,,,
6241,plot the,10,,,
6242,plot twist,15,,,
6243,plot was,30,,,
6244,plotting and,10,,,
6245,point  ,25,,,
6246,point  ,25,,,
6247,point but,10,,,
6248,point for,10,,,
6249,point in,20,,,
6250,point of,30,,,
6251,point where,15,,,
6252,point you,10,,,
6253,pointless and,8,negative,,
6254,points that,15,,,
6255,polar bear,59,,,
6256,polar bears,10,,,
6257,police academy,10,,,
6258,police detective,10,,,
6259,police of,15,,,
6260,police officer,10,,,
6261,poor choices,10,negative,,
6262,poorly animated,10,negative,,
6263,poorly written,14,negative,,
6264,pope benjamin,10,,,
6265,popped up,8,,,
6266,porn and,9,,,
6267,porn but,10,,,
6268,portion of,20,,,
6269,portrait of,8,,,
6270,portrayed as,10,,,
6271,position of,10,,,
6272,possessed doll,10,,,
6273,possibilities of,15,,,
6274,possible and,10,,,
6275,potential and,10,,,
6276,potential but,25,,,
6277,potential if,10,,,
6278,potential of,10,,,
6279,potential that,20,,,
6280,potential the,10,,,
6281,potty humor,25,,,
6282,power the,10,,,
6283,predecessor and,10,,,
6284,predictable a,65,negative,,
6285,predictable and,45,negative,,
6286,predictable but,28,negative,,
6287,predictable i,20,negative,,
6288,predictable it,15,negative,,
6289,predictable its,10,negative,,
6290,predictable movie,9,negative,,
6291,predictable plot,30,negative,,
6292,predictable story,15,negative,,
6293,predictable the,15,negative,,
6294,premise a,34,,,
6295,premise and,24,,,
6296,premise but,25,,,
6297,premise is,20,,,
6298,premise of,10,,,
6299,premise with,10,,,
6300,presented a,25,,,
6301,presented as,15,,,
6302,presents a,15,,,
6303,presents the,14,,,
6304,pretend to,9,,,
6305,pretty bad,20,negative,,
6306,pretty clever,10,positive,,
6307,pretty decent,24,positive,,
6308,pretty funny,28,positive,,
6309,pretty generic,10,negative,,
6310,pretty good,83,positive,,
6311,pretty interesting,9,positive,,
6312,pretty much,112,between,,
6313,pretty quickly,10,,,
6314,pretty solid,10,positive,,
6315,pretty well,10,positive,,
6316,price of,15,,,
6317,primary setting,10,,,
6318,prior to,10,,,
6319,probably better,10,between,,
6320,probably going,8,,,
6321,probably one,10,,,
6322,probably the,9,between,,
6323,problem is,49,negative,,
6324,problem with,33,,,
6325,product placement,25,,,
6326,production values,10,,,
6327,profanity etc,11,,,
6328,profanity violence,8,,,
6329,project and,10,,,
6330,promise but,14,,,
6331,promise for,10,,,
6332,promising premise,14,,,
6333,proves that,10,,,
6334,provides a,15,,,
6335,provides enough,10,,,
6336,psychological aspects,9,,,
6337,psychological thriller,10,,,
6338,psychology of,10,,,
6339,purpose a,10,,,
6340,purpose of,10,,,
6341,push the,10,,,
6342,put a,30,,,
6343,put in,20,,,
6344,put into,15,,,
6345,put together,14,,,
6346,put up,10,,,
6347,putting a,10,,,
6348,quality a,10,,,
6349,queen was,20,,,
6350,quest for,15,,,
6351,quest to,15,,,
6352,questions about,10,,,
6353,quickly devolves,10,,,
6354,quite a,88,,,
6355,quite an,10,,,
6356,quite as,10,,,
6357,quite good,15,,,
6358,quite nicely,10,,,
6359,quite the,10,,,
6360,r  ,579,,,
6361,r  di,30,,,
6362,r  i,67,,,
6363,r after,35,,,
6364,r as,151,,,
6365,r comedy,30,,,
6366,r rated,14,,,
6367,r rating,33,,,
6368,radio executive,15,,,
6369,radio station,10,,,
6370,raging bull,10,,,
6371,rainbows rainbow,7,,,
6372,range and,9,,,
6373,range but,10,,,
6374,rate  ,9,,,
6375,rate i,15,,,
6376,rated a,14,,,
6377,rated movie,10,,,
6378,rated r,35,,,
6379,rather than,25,between,,
6380,rather watch,10,between,,
6381,rating  star,10,,,
6382,rating and,15,,,
6383,rating but,9,,,
6384,rating i,30,,,
6385,rating is,10,,,
6386,rating it,10,,,
6387,rating of,9,,,
6388,rating the,24,,,
6389,rating this,18,,,
6390,raunchy and,9,,,
6391,raunchy but,10,negative,,
6392,raunchy humor,10,negative,,
6393,raw and,10,,,
6394,ray when,10,,,
6395,rd michelin,53,,,
6396,reach the,15,,,
6397,read that,15,,,
6398,read the,14,,,
6399,reading that,9,,,
6400,ready for,14,,,
6401,ready to,10,,,
6402,real dad,15,,,
6403,real estate,10,,,
6404,real life,30,,,
6405,real location,10,,,
6406,real reason,9,,,
6407,reality it,10,,,
6408,realize that,10,,,
6409,really a,35,,,
6410,really any,10,negative,,
6411,really bad,10,negative,,
6412,really bought,10,,,
6413,really care,20,,,
6414,really comes,10,,,
6415,really didnt,13,negative,,
6416,really do,25,positive,,
6417,really dont,19,negative,,
6418,really enjoy,45,positive,,
6419,really enjoyed,37,positive,,
6420,really fun,50,positive,,
6421,really funny,41,positive,,
6422,really get,15,,,
6423,really glad,6,positive,,
6424,really good,52,positive,,
6425,really got,15,,,
6426,really happened,10,,,
6427,really happens,10,,,
6428,really hit,14,,,
6429,really hoped,10,between,,
6430,really is,40,,,
6431,really like,29,,,
6432,really liked,9,,,
6433,really looking,7,,,
6434,really love,14,,,
6435,really new,10,,,
6436,really no,24,,,
6437,really not,15,,,
6438,really nothing,9,negative,,
6439,really should,15,,,
6440,really that,10,,,
6441,really the,10,,,
6442,really think,15,,,
6443,really want,24,,,
6444,really wanted,13,,,
6445,really was,15,,,
6446,really wasnt,10,negative,,
6447,really well,10,positive,,
6448,really work,10,,,
6449,really worth,10,positive,,
6450,reason and,10,,,
6451,reason i,24,,,
6452,reason that,10,,,
6453,reason this,10,,,
6454,reason to,40,,,
6455,reason why,10,,,
6456,recent memory,10,,,
6457,recipe for,10,,,
6458,recognize a,10,,,
6459,recommend for,10,,,
6460,recommend it,45,,,
6461,recommend this,20,,,
6462,recommendation it,10,,,
6463,redemption and,15,,,
6464,redemption i,30,,,
6465,redemption is,14,,,
6466,redemption story,23,,,
6467,redemption tale,10,,,
6468,redemptive journey,6,,,
6469,reeks of,10,,,
6470,regularly and,10,,,
6471,relate to,15,,,
6472,release i,10,,,
6473,released in,25,,,
6474,reliant on,10,,,
6475,relies heavily,10,,,
6476,relies on,10,,,
6477,remake of,15,,,
6478,reminded me,20,,,
6479,reminds me,15,,,
6480,reminiscent of,14,,,
6481,rent and,10,,,
6482,rent at,15,,,
6483,rent the,30,,,
6484,report that,10,,,
6485,resorting to,8,,,
6486,responsible one,10,,,
6487,rest i,240,,,
6488,rest it,25,,,
6489,rest of,93,,,
6490,rest was,30,,,
6491,restarting her,6,,,
6492,restaurant a,20,,,
6493,restaurant and,15,,,
6494,restaurant he,15,,,
6495,restaurant in,10,,,
6496,restaurant kitchen,15,,,
6497,restaurants and,10,,,
6498,result is,19,,,
6499,result of,10,,,
6500,return to,14,,,
6501,revealing that,9,,,
6502,review by,10,,,
6503,review for,23,,,
6504,review from,9,,,
6505,review i,24,,,
6506,reviews and,10,,,
6507,reviews are,10,,,
6508,reviews but,10,,,
6509,reviews in,10,,,
6510,reviews the,10,,,
6511,reviews this,15,,,
6512,reviews were,14,,,
6513,revolves around,15,,,
6514,riccardo scamarcio,10,,,
6515,ride a,384,,,
6516,ride along,350,,,
6517,ride on,10,,,
6518,rides a,15,,,
6519,ridiculous and,19,negative,,
6520,right after,9,,,
6521,right amount,10,,,
6522,right before,10,,,
6523,right i,20,,,
6524,right now,25,,,
6525,right that,10,,,
6526,right the,15,,,
6527,right to,15,,,
6528,rip to,30,,,
6529,rise to,15,,,
6530,road chip,10,,,
6531,road trip,15,,,
6532,rob schneider,24,,,
6533,robert de,174,,,
6534,robert deniro,33,,,
6535,robson she,9,,,
6536,role an,35,,,
6537,role and,30,,,
6538,role as,20,,,
6539,role but,15,,,
6540,role he,10,,,
6541,role in,20,,,
6542,role of,35,,,
6543,role the,10,,,
6544,roles and,15,,,
6545,roles that,10,,,
6546,romance between,15,,,
6547,room floor,10,,,
6548,room for,15,,,
6549,root for,29,,,
6550,rope and,9,,,
6551,rotten tomatoes,58,,,
6552,rough and,12,,,
6553,rt has,14,,,
6554,rubbish is,9,,,
6555,rude and,46,,,
6556,ruined by,10,negative,,
6557,ruined it,10,,,
6558,run around,10,,,
6559,running a,10,,,
6560,running from,6,,,
6561,running gag,14,,,
6562,running in,10,,,
6563,running time,15,,,
6564,runs a,15,,,
6565,rupert evans,25,,,
6566,rush hour,9,,,
6567,s american,30,,,
6568,s called,14,,,
6569,s daddys,40,,,
6570,s locke,10,,,
6571,s other,78,,,
6572,s ride,30,,,
6573,s the,2297,,,
6574,s to,1669,,,
6575,sad  ,10,negative,,
6576,sad that,15,negative,,
6577,sad the,14,negative,,
6578,sadly no,9,negative,,
6579,sadly the,15,negative,,
6580,safe  ,10,,,
6581,safe and,10,,,
6582,said i,25,,,
6583,said it,20,,,
6584,said that,10,,,
6585,said the,10,,,
6586,same as,18,,,
6587,same character,10,negative,,
6588,same movie,15,negative,,
6589,same thing,15,negative,,
6590,same time,25,,,
6591,same way,10,negative,,
6592,sanity is,10,,,
6593,sara is,24,,,
6594,sara jolted,8,,,
6595,sara meets,10,,,
6596,sara natalie,14,,,
6597,sara price,15,,,
6598,sara to,10,,,
6599,sara who,10,,,
6600,sarah and,10,,,
6601,sarah cornwell,10,,,
6602,sarah didnt,10,,,
6603,sarah linda,9,,,
6604,satirical possibilities,13,,,
6605,satisfying as,10,positive,,
6606,satisfying meal,9,,,
6607,save for,15,,,
6608,save it,10,,,
6609,save the,10,,,
6610,save this,20,,,
6611,save you,40,,,
6612,save your,33,,,
6613,save yourself,10,negative,,
6614,saving grace,15,between,,
6615,saw a,10,,,
6616,saw it,45,,,
6617,saw on,15,,,
6618,saw the,18,,,
6619,saw this,29,,,
6620,say a,38,,,
6621,say about,27,,,
6622,say for,10,,,
6623,say go,10,,,
6624,say i,40,,,
6625,say it,30,,,
6626,say its,15,,,
6627,say out,9,,,
6628,say so,10,,,
6629,say that,43,,,
6630,say the,25,,,
6631,say this,10,,,
6632,say you,10,,,
6633,saying but,10,,,
6634,scare i,15,,,
6635,scare or,10,,,
6636,scare people,8,,,
6637,scared by,9,,,
6638,scared for,10,,,
6639,scares  ,20,,,
6640,scares  ,20,,,
6641,scares along,7,,,
6642,scares and,70,,,
6643,scares are,10,,,
6644,scares into,10,,,
6645,scares or,10,,,
6646,scares that,35,,,
6647,scares the,10,,,
6648,scares this,10,,,
6649,scares work,10,,,
6650,scarlett estevez,20,,,
6651,scary and,20,,,
6652,scary as,10,,,
6653,scary at,15,,,
6654,scary but,15,,,
6655,scary for,9,,,
6656,scary i,25,,,
6657,scary movie,25,,,
6658,scary not,10,,,
6659,scary the,25,,,
6660,scary there,10,,,
6661,scene and,20,,,
6662,scene by,9,,,
6663,scene in,10,,,
6664,scene is,10,,,
6665,scene of,15,,,
6666,scene or,10,,,
6667,scene the,10,,,
6668,scene where,10,,,
6669,scenery i,10,,,
6670,scenes and,39,,,
6671,scenes are,15,,,
6672,scenes featuring,10,,,
6673,scenes i,14,,,
6674,scenes in,10,,,
6675,scenes that,35,,,
6676,scenes were,19,,,
6677,scenes with,10,,,
6678,schoolgirls and,10,,,
6679,schtick he,10,,,
6680,score he,10,,,
6681,score van,21,,,
6682,scream at,15,,,
6683,scream queen,10,,,
6684,screaming at,10,,,
6685,screen again,10,,,
6686,screen chemistry,15,,,
6687,screen like,10,,,
6688,screenplay by,25,between,,
6689,screenplay in,10,between,,
6690,script a,15,,,
6691,script and,9,,,
6692,script for,10,,,
6693,script had,10,,,
6694,script i,25,,,
6695,script is,20,,,
6696,script keeps,7,,,
6697,script that,19,,,
6698,script the,10,,,
6699,script to,10,,,
6700,script with,9,,,
6701,sea of,11,,,
6702,sean anders,35,,,
6703,search for,20,,,
6704,search party,10,,,
6705,searching for,15,between,,
6706,secluded from,7,,,
6707,second chance,20,,,
6708,second chances,10,,,
6709,second half,10,,,
6710,second helping,10,,,
6711,second rate,10,,,
6712,second time,9,,,
6713,see a,60,,,
6714,see burnt,10,,,
6715,see coming,19,,,
6716,see daddys,10,,,
6717,see de,10,,,
6718,see dirty,10,,,
6719,see her,15,,,
6720,see his,10,,,
6721,see how,20,,,
6722,see if,14,,,
6723,see in,20,,,
6724,see it,157,,,
6725,see more,10,,,
6726,see on,14,,,
6727,see one,10,,,
6728,see robert,10,,,
6729,see that,20,,,
6730,see the,80,,,
6731,see them,10,,,
6732,see this,184,,,
6733,see which,10,,,
6734,see will,9,,,
6735,seeing a,15,,,
6736,seeing he,10,,,
6737,seeing him,10,,,
6738,seeing it,15,,,
6739,seeing the,35,,,
6740,seeing this,10,,,
6741,seem like,20,,,
6742,seem to,49,,,
6743,seemed a,10,,,
6744,seemed like,20,,,
6745,seemed to,45,,,
6746,seems like,22,,,
6747,seems to,103,,,
6748,seen a,43,,,
6749,seen and,14,negative,,
6750,seen before,20,negative,,
6751,seen him,10,,,
6752,seen i,149,,,
6753,seen in,72,,,
6754,seen it,63,,,
6755,seen so,10,,,
6756,seen star,10,,,
6757,seen this,39,,,
6758,seen to,10,,,
6759,sees that,10,,,
6760,self and,30,,,
6761,self but,15,,,
6762,sense and,15,,,
6763,sense as,10,between,,
6764,sense if,10,between,,
6765,sense of,39,between,,
6766,sense that,10,between,,
6767,sense the,20,between,,
6768,sense would,10,between,,
6769,senses and,10,,,
6770,sequel  ,30,,,
6771,sequel in,10,,,
6772,sequel is,14,,,
6773,sequel that,14,,,
6774,sequel to,37,,,
6775,sequels to,15,,,
6776,sequences and,10,,,
6777,series of,19,,,
6778,seriously and,10,,,
6779,seriously as,10,,,
6780,seriously do,10,,,
6781,serve as,10,,,
6782,serves up,10,,,
6783,serviceable movie,9,,,
6784,serving of,19,,,
6785,set by,10,,,
6786,set in,20,,,
6787,set of,15,,,
6788,set on,10,,,
6789,set out,10,,,
6790,set up,10,,,
6791,setting and,10,,,
6792,setting i,25,,,
6793,setting is,15,,,
6794,setting the,10,,,
6795,setting up,10,,,
6796,settings and,10,,,
6797,settle for,10,,,
6798,setup for,9,,,
6799,several times,10,,,
6800,sex comedies,10,,,
6801,sex comedy,10,,,
6802,sex violence,7,,,
6803,sex with,10,,,
6804,sexual humor,10,,,
6805,sexual innuendo,10,,,
6806,sexy man,10,,,
6807,shaky cam,15,,,
6808,shall we,10,,,
6809,shame on,15,negative,,
6810,share of,15,,,
6811,she can,9,,,
6812,she does,30,,,
6813,she doesnt,10,,,
6814,she find,25,,,
6815,she finds,20,,,
6816,she gets,15,,,
6817,she goes,15,,,
6818,she has,35,,,
6819,she is,45,,,
6820,she leaves,9,,,
6821,she meets,10,,,
6822,she sees,10,,,
6823,she should,10,,,
6824,she was,20,,,
6825,she would,15,,,
6826,sherri shepherd,10,,,
6827,shes just,10,,,
6828,shes not,10,,,
6829,shift in,10,,,
6830,shining or,10,,,
6831,shocks you,10,negative,,
6832,shooting a,10,,,
6833,short and,10,,,
6834,short in,10,,,
6835,short of,24,,,
6836,short on,10,,,
6837,shot is,10,,,
6838,shot very,10,positive,,
6839,shots i,10,,,
6840,shots of,15,,,
6841,should be,87,between,,
6842,should have,51,between,,
6843,should of,14,between,,
6844,should see,9,positive,,
6845,show his,10,,,
6846,show that,10,,,
6847,show the,15,,,
6848,showcase for,10,,,
6849,showing this,10,,,
6850,shown in,20,,,
6851,shows a,20,,,
6852,shows an,15,,,
6853,shows and,10,,,
6854,shows the,20,,,
6855,shucking oysters,10,,,
6856,shut up,10,,,
6857,side dish,10,,,
6858,side it,20,,,
6859,side of,25,,,
6860,sides of,10,,,
6861,sienna miller,141,,,
6862,sienna millers,10,,,
6863,sight gag,30,,,
6864,sight gags,19,,,
6865,significantly less,10,,,
6866,silly and,10,negative,,
6867,silly comedies,10,negative,,
6868,silly to,10,negative,,
6869,silver platter,10,,,
6870,similar to,34,,,
6871,simple un,10,,,
6872,simply a,10,between,,
6873,simply not,10,negative,,
6874,since i,15,,,
6875,since the,15,,,
6876,since this,14,,,
6877,single one,9,,,
6878,single person,10,,,
6879,sister a,35,,,
6880,sister and,14,,,
6881,sister i,20,,,
6882,sister is,10,,,
6883,sister jess,23,,,
6884,sister she,10,,,
6885,sister the,10,,,
6886,sister to,10,,,
6887,sisters and,9,,,
6888,sit down,10,,,
